0.000000     0.042514
0.000352     0.042514
0.000704     0.042512
0.001056     0.042511
0.001407     0.042508
0.001759     0.042505
0.002111     0.042501
0.002463     0.042497
0.002815     0.042492
0.003167     0.042488
0.003518     0.042483
0.003870     0.042478
0.004222     0.042473
0.004574     0.042469
0.004926     0.042465
0.005278     0.042462
0.005629     0.042460
0.005981     0.042459
0.006333     0.042460
0.006685     0.042463
0.007037     0.042467
0.007389     0.042474
0.007740     0.042484
0.008092     0.042496
0.008444     0.042512
0.008796     0.042531
0.009148     0.042554
0.009500     0.042582
0.009851     0.042614
0.010203     0.042651
0.010555     0.042694
0.010907     0.042743
0.011259     0.042798
0.011611     0.042860
0.011962     0.042928
0.012314     0.043005
0.012666     0.043089
0.013018     0.043182
0.013370     0.043284
0.013722     0.043395
0.014073     0.043516
0.014425     0.043647
0.014777     0.043789
0.015129     0.043943
0.015481     0.044108
0.015833     0.044286
0.016184     0.044476
0.016536     0.044680
0.016888     0.044898
0.017240     0.045130
0.017592     0.045377
0.017944     0.045639
0.018295     0.045917
0.018647     0.046212
0.018999     0.046523
0.019351     0.046852
0.019703     0.047200
0.020055     0.047565
0.020406     0.113162
0.020758     0.113110
0.021110     0.113061
0.021462     0.113015
0.021814     0.112972
0.022166     0.112933
0.022517     0.112898
0.022869     0.112867
0.023221     0.112840
0.023573     0.112817
0.023925     0.112799
0.024277     0.112786
0.024628     0.112777
0.024980     0.112774
0.025332     0.112776
0.025684     0.112783
0.026036     0.112796
0.026388     0.112815
0.026739     0.112841
0.027091     0.112872
0.027443     0.112910
0.027795     0.112955
0.028147     0.113007
0.028499     0.113065
0.028850     0.113131
0.029202     0.113205
0.029554     0.113286
0.029906     0.113376
0.030258     0.113473
0.030610     0.113578
0.030962     0.113692
0.031313     0.113815
0.031665     0.113947
0.032017     0.114087
0.032369     0.114237
0.032721     0.114396
0.033073     0.114565
0.033424     0.114744
0.033776     0.114932
0.034128     0.115131
0.034480     0.115340
0.034832     0.115559
0.035184     0.115790
0.035535     0.116031
0.035887     0.116283
0.036239     0.116546
0.036591     0.116820
0.036943     0.117107
0.037295     0.117404
0.037646     0.117714
0.037998     0.118035
0.038350     0.118369
0.038702     0.118715
0.039054     0.119074
0.039406     0.119445
0.039757     0.119829
0.040109     0.120226
0.040461     0.120635
0.040813     0.121058
0.041165     0.121495
0.041517     0.121945
0.041868     0.122408
0.042220     0.122885
0.042572     0.123377
0.042924     0.123882
0.043276     0.124401
0.043628     0.124935
0.043979     0.125483
0.044331     0.126045
0.044683     0.126622
0.045035     0.127214
0.045387     0.127821
0.045739     0.128442
0.046090     0.129079
0.046442     0.129731
0.046794     0.130398
0.047146     0.131081
0.047498     0.131779
0.047850     0.132492
0.048201     0.133222
0.048553     0.133967
0.048905     0.134728
0.049257     0.135505
0.049609     0.136297
0.049961     0.137106
0.050312     0.137932
0.050664     0.138773
0.051016     0.139631
0.051368     0.140505
0.051720     0.141396
0.052072     0.142303
0.052423     0.143226
0.052775     0.144167
0.053127     0.145124
0.053479     0.146098
0.053831     0.147088
0.054183     0.148096
0.054534     0.149120
0.054886     0.150161
0.055238     0.151219
0.055590     0.152295
0.055942     0.153387
0.056294     0.154496
0.056645     0.155623
0.056997     0.156766
0.057349     0.157927
0.057701     0.159105
0.058053     0.160300
0.058405     0.161513
0.058756     0.162742
0.059108     0.163989
0.059460     0.165253
0.059812     0.166535
0.060164     0.167834
0.060516     0.169150
0.060868     0.170484
0.061219     0.171835
0.061571     0.173203
0.061923     0.174589
0.062275     0.175992
0.062627     0.177413
0.062979     0.178851
0.063330     0.180307
0.063682     0.181781
0.064034     0.183272
0.064386     0.184780
0.064738     0.186306
0.065090     0.187850
0.065441     0.189412
0.065793     0.190991
0.066145     0.192588
0.066497     0.194203
0.066849     0.195836
0.067201     0.197487
0.067552     0.199157
0.067904     0.200844
0.068256     0.202549
0.068608     0.204273
0.068960     0.206015
0.069312     0.207776
0.069663     0.209555
0.070015     0.211353
0.070367     0.213170
0.070719     0.215006
0.071071     0.216861
0.071423     0.218735
0.071774     0.220629
0.072126     0.222542
0.072478     0.224475
0.072830     0.226428
0.073182     0.228401
0.073534     0.230395
0.073885     0.232409
0.074237     0.234443
0.074589     0.236499
0.074941     0.238576
0.075293     0.240675
0.075645     0.242795
0.075996     0.244937
0.076348     0.247102
0.076700     0.249289
0.077052     0.251499
0.077404     0.253732
0.077756     0.255989
0.078107     0.258270
0.078459     0.260574
0.078811     0.262904
0.079163     0.265258
0.079515     0.267637
0.079867     0.270042
0.080218     0.272473
0.080570     0.274930
0.080922     0.277414
0.081274     0.279926
0.081626     0.282464
0.081978     0.285031
0.082329     0.287627
0.082681     0.290251
0.083033     0.292904
0.083385     0.295587
0.083737     0.298301
0.084089     0.301045
0.084440     0.303820
0.084792     0.306626
0.085144     0.309465
0.085496     0.312336
0.085848     0.315241
0.086200     0.318179
0.086551     0.321150
0.086903     0.324157
0.087255     0.327198
0.087607     0.330275
0.087959     0.333388
0.088311     0.336538
0.088662     0.339724
0.089014     0.342949
0.089366     0.346211
0.089718     0.349512
0.090070     0.352853
0.090422     0.356233
0.090773     0.359654
0.091125     0.363116
0.091477     0.366620
0.091829     0.370165
0.092181     0.373754
0.092533     0.377386
0.092885     0.381062
0.093236     0.384783
0.093588     0.388549
0.093940     0.392361
0.094292     0.396220
0.094644     0.400127
0.094996     0.404081
0.095347     0.408085
0.095699     0.412138
0.096051     0.416242
0.096403     0.420398
0.096755     0.424605
0.097107     0.428866
0.097458     0.433180
0.097810     0.437549
0.098162     0.441975
0.098514     0.446457
0.098866     0.450997
0.099218     0.455596
0.099569     0.460255
0.099921     0.464976
0.100273     0.469759
0.100625     0.474606
0.100977     0.479518
0.101329     0.484496
0.101680     0.489542
0.102032     0.494658
0.102384     0.499845
0.102736     0.505104
0.103088     0.510438
0.103440     0.515847
0.103791     0.521335
0.104143     0.526902
0.104495     0.532551
0.104847     0.538283
0.105199     0.544102
0.105551     0.550009
0.105902     0.556006
0.106254     0.562097
0.106606     0.568283
0.106958     0.574567
0.107310     0.580952
0.107662     0.587441
0.108013     0.594037
0.108365     0.600743
0.108717     0.607562
0.109069     0.614498
0.109421     0.621554
0.109773     0.628733
0.110124     0.636041
0.110476     0.643479
0.110828     0.651053
0.111180     0.658768
0.111532     0.666626
0.111884     0.674634
0.112235     0.682795
0.112587     0.691115
0.112939     0.699600
0.113291     0.708253
0.113643     0.717082
0.113995     0.726091
0.114346     0.735287
0.114698     0.744676
0.115050     0.754265
0.115402     0.764060
0.115754     0.774069
0.116106     0.784299
0.116457     0.794757
0.116809     0.805451
0.117161     0.816390
0.117513     0.827583
0.117865     0.839037
0.118217     0.850762
0.118568     0.862768
0.118920     0.875065
0.119272     0.887662
0.119624     0.900572
0.119976     0.913805
0.120328     0.927373
0.120679     0.941288
0.121031     0.955562
0.121383     0.970209
0.121735     0.985243
0.122087     1.000677
0.122439     1.016527
0.122791     1.032808
0.123142     1.049536
0.123494     1.066728
0.123846     1.084402
0.124198     1.102576
0.124550     1.121269
0.124902     1.140501
0.125253     1.160292
0.125605     1.180665
0.125957     1.201643
0.126309     1.223247
0.126661     1.245505
0.127013     1.268441
0.127364     1.292082
0.127716     1.316457
0.128068     1.341596
0.128420     1.367528
0.128772     1.394287
0.129124     1.421907
0.129475     1.450423
0.129827     1.479872
0.130179     1.510294
0.130531     1.541728
0.130883     1.574218
0.131235     1.607809
0.131586     1.642548
0.131938     1.678483
0.132290     1.715668
0.132642     1.754156
0.132994     1.794004
0.133346     1.835272
0.133697     1.878024
0.134049     1.922324
0.134401     1.968243
0.134753     2.015853
0.135105     2.065232
0.135457     2.116459
0.135808     2.169619
0.136160     2.224802
0.136512     2.282100
0.136864     2.341613
0.137216     2.403444
0.137568     2.467701
0.137919     2.534500
0.138271     2.603960
0.138623     2.676209
0.138975     2.751380
0.139327     2.829614
0.139679     2.911057
0.140030     2.995865
0.140382     3.084201
0.140734     3.176237
0.141086     3.272155
0.141438     3.372142
0.141790     3.476400
0.142141     3.585137
0.142493     3.698573
0.142845     3.816941
0.143197     3.940482
