 written on  6Mar2023 at 19:23:18 
          18
          93
   -3    1    1    1    1    0.000000    0.000000    0.000000   -0.000000   -0.000000    0.000000
   -3    1    1    2    1   -0.000000   -0.000001   -0.000001   -0.000000    0.000000    0.000000
   -3    1    1    3    1   -0.000000    0.000000   -0.000000   -0.000000   -0.002172   -0.000000
   -3    1    1    4    1   -0.000063    0.000000   -0.000000   -0.000063    0.000000    0.000000
   -3    1    1    5    1   -0.002185    0.000000    0.000000    0.000063    0.000000    0.000000
   -3    1    1    6    1    0.000000   -0.000000    0.000000   -0.000000    0.000059   -0.000000
   -3    1    1    7    1   -0.000000   -0.000063   -0.002185    0.000000   -0.000000   -0.000000
   -3    1    1    8    1   -0.000000    0.000000   -0.000000    0.000000   -0.000000    0.000059
   -3    1    1    9    1   -0.000000   -0.000000   -0.000000    0.000000    0.000000    0.000000
   -3    1    1   10    1   -0.000000    0.000223    0.000223    0.000000    0.000000   -0.000000
   -3    1    1   11    1    0.000000   -0.000066    0.001603    0.000000   -0.000000   -0.000000
   -3    1    1   12    1    0.000000    0.000000   -0.000000    0.000000   -0.000000    0.000067
   -3    1    1   13    1    0.001603   -0.000000    0.000000    0.000066    0.000000   -0.000000
   -3    1    1   14    1   -0.000000    0.000000   -0.000000    0.000000    0.000067   -0.000000
   -3    1    1   15    1    0.000000    0.000000   -0.000000   -0.000000    0.000000   -0.000259
   -3    1    1   16    1    0.000000    0.000131   -0.000131    0.000000   -0.000000    0.000000
   -3    1    1   17    1   -0.000000   -0.000000    0.000000    0.000000    0.001622   -0.000000
   -3    1    1   18    1   -0.000067   -0.000000   -0.000000   -0.000067    0.000000    0.000000
   -3    1    1    1    2    0.000000   -0.000001    0.000001    0.000000   -0.000000    0.000000
   -3    1    1    2    2   -0.000000   -0.000000   -0.000000    0.000000    0.000000    0.000000
   -3    1    1    3    2    0.000063   -0.000000   -0.000000   -0.000063   -0.000000    0.000000
   -3    1    1    4    2   -0.000000    0.000000   -0.000000   -0.000000   -0.002172   -0.000000
   -3    1    1    5    2   -0.000000    0.000000    0.000000   -0.000000   -0.000059    0.000000
   -3    1    1    6    2   -0.002185   -0.000000    0.000000   -0.000063    0.000000    0.000000
   -3    1    1    7    2    0.000000   -0.000000   -0.000000    0.000000    0.000000    0.000059
   -3    1    1    8    2   -0.000000    0.000063   -0.002185   -0.000000   -0.000000    0.000000
   -3    1    1    9    2   -0.000000    0.000223   -0.000223    0.000000    0.000000   -0.000000
   -3    1    1   10    2   -0.000000   -0.000000   -0.000000   -0.000000    0.000000    0.000000
   -3    1    1   11    2   -0.000000   -0.000000   -0.000000   -0.000000    0.000000    0.000067
   -3    1    1   12    2   -0.000000    0.000066    0.001603    0.000000    0.000000    0.000000
   -3    1    1   13    2   -0.000000   -0.000000    0.000000    0.000000   -0.000067   -0.000000
   -3    1    1   14    2    0.001603    0.000000    0.000000   -0.000066   -0.000000    0.000000
   -3    1    1   15    2    0.000000    0.000131    0.000131   -0.000000    0.000000    0.000000
   -3    1    1   16    2    0.000000   -0.000000   -0.000000    0.000000    0.000000    0.000259
   -3    1    1   17    2    0.000067    0.000000   -0.000000   -0.000067    0.000000    0.000000
   -3    1    1   18    2   -0.000000   -0.000000    0.000000    0.000000    0.001622   -0.000000
   -3    1    1    1    3    0.000000    0.000000   -0.000000    0.000000    0.002316    0.000000
   -3    1    1    2    3   -0.000686    0.000000   -0.000000   -0.000686   -0.000000    0.000000
   -3    1    1    3    3    0.000000    0.000000   -0.000000   -0.000000    0.000000   -0.000000
   -3    1    1    4    3    0.000000   -0.000506   -0.000506    0.000000    0.000000   -0.000000
   -3    1    1    5    3   -0.000000    0.000375   -0.002361    0.000000    0.000000    0.000000
   -3    1    1    6    3    0.000000   -0.000000   -0.000000   -0.000000    0.000000    0.000725
