0.000000     1.000000     1.000000
0.002332     0.999955     1.000000
0.004663     0.999822     1.000000
0.006995     0.999600     1.000000
0.009327     0.999288     1.000000
0.011659     0.998888     1.000000
0.013990     0.998398     1.000000
0.016322     0.997820     1.000000
0.018654     0.997153     1.000000
0.020985     0.996397     1.000000
0.023317     0.995553     1.000000
0.025649     0.994620     1.000000
0.027980     0.993599     1.000000
0.030312     0.992489     1.000000
0.032644     0.991290     1.000000
0.034976     0.990004     1.000000
0.037307     0.988629     1.000000
0.039639     0.987166     1.000000
0.041971     0.985616     1.000000
0.044302     0.983978     1.000000
0.046634     0.982252     1.000000
0.048966     0.980439     1.000000
0.051297     0.978538     1.000000
0.053629     0.976551     1.000000
0.055961     0.974476     1.000000
0.058293     0.972315     1.000000
0.060624     0.970067     1.000000
0.062956     0.967733     1.000000
0.065288     0.965313     1.000000
0.067619     0.962807     1.000000
0.069951     0.960215     1.000000
0.072283     0.957537     1.000000
0.074614     0.954775     1.000000
0.076946     0.951927     1.000000
0.079278     0.948995     1.000000
0.081610     0.945978     1.000000
0.083941     0.942877     1.000000
0.086273     0.939693     1.000000
0.088605     0.936424     1.000000
0.090936     0.933072     1.000000
0.093268     0.929638     1.000000
0.095600     0.926120     1.000000
0.097932     0.922520     1.000000
0.100263     0.918838     1.000000
0.102595     0.915074     1.000000
0.104927     0.911228     1.000000
0.107258     0.907302     1.000000
0.109590     0.903295     1.000000
0.111922     0.899207     1.000000
0.114253     0.895040     1.000000
0.116585     0.890792     1.000000
0.118917     0.886466     1.000000
0.121249     0.882060     1.000000
0.123580     0.877576     1.000000
0.125912     0.873014     1.000000
0.128244     0.868374     1.000000
0.130575     0.863657     1.000000
0.132907     0.858863     1.000000
0.135239     0.853993     1.000000
0.137570     0.849046     1.000000
0.139902     0.844024     1.000000
0.142234     0.838927     1.000000
0.144566     0.833756     1.000000
0.146897     0.828510     1.000000
0.149229     0.823190     1.000000
0.151561     0.817797     1.000000
0.153892     0.812331     1.000000
0.156224     0.806793     1.000000
0.158556     0.801183     1.000000
0.160888     0.795502     1.000000
0.163219     0.789750     1.000000
0.165551     0.783928     1.000000
0.167883     0.778036     1.000000
0.170214     0.772074     1.000000
0.172546     0.766044     1.000000
0.174878     0.759946     1.000000
0.177209     0.753780     1.000000
0.179541     0.747547     1.000000
0.181873     0.741248     1.000000
0.184205     0.734883     1.000000
0.186536     0.728452     1.000000
0.188868     0.721956     1.000000
0.191200     0.715396     1.000000
0.193531     0.708773     1.000000
0.195863     0.702086     1.000000
0.198195     0.695337     1.000000
0.200526     0.688526     1.000000
0.202858     0.681653     1.000000
0.205190     0.674720     1.000000
0.207522     0.667727     1.000000
0.209853     0.660675     1.000000
0.212185     0.653563     1.000000
0.214517     0.646394     1.000000
0.216848     0.639167     1.000000
0.219180     0.631883     1.000000
0.221512     0.624543     1.000000
0.223843     0.617147     1.000000
0.226175     0.609697     1.000000
0.228507     0.602192     1.000000
0.230839     0.594633     1.000000
0.233170     0.587022     1.000000
0.235502     0.579358     1.000000
0.237834     0.571643     1.000000
0.240165     0.563877     1.000000
0.242497     0.556060     1.000000
0.244829     0.548195     1.000000
0.247161     0.540280     1.000000
0.249492     0.532317     1.000000
0.251824     0.524307     1.000000
0.254156     0.516251     1.000000
